url,title,price,Балкон,Балкон остеклён,Безопасность,Бывшее общежитие,Возможен обмен,Высота потолков,Год постройки,Город,Дверь,Жилой комплекс,Интернет,Квартира меблирована,Парковка,Площадь,Пол,Санузел,Состояние квартиры,Телефон,Тип дома,Этаж
https://krisha.kz/a/show/1006319961,"2-комнатная квартира · 55 м² · 10/12 этаж, Кабанбай батыра 59/2",34900000〒,лоджия,,,нет,Нет,2.7 м,2020,"Астана, Нура р-н",металлическая,Budapest,проводной,полностью,,"55 м², Площадь кухни — 19 м²",ламинат,совмещенный,,,кирпичный,10 из 12
https://krisha.kz/a/show/1008135376,"2-комнатная квартира · 70 м², Нура р-н",от 45890000〒,,,,,,3 м,2025,Астана,,Park City Forum,,,,70 м²,,совмещенный,,,монолитный,
https://krisha.kz/a/show/1006319961,"2-комнатная квартира · 55 м² · 10/12 этаж, Кабанбай батыра 59/2",34900000〒,лоджия,,,нет,Нет,2.7 м,2020,"Астана, Нура р-н",металлическая,Budapest,проводной,полностью,,"55 м², Площадь кухни — 19 м²",ламинат,совмещенный,,,кирпичный,10 из 12
https://krisha.kz/a/show/1008135376,"2-комнатная квартира · 70 м², Нура р-н",от 45890000〒,,,,,,3 м,2025,Астана,,Park City Forum,,,,70 м²,,совмещенный,,,монолитный,
https://krisha.kz/a/show/1010123055,"1-комнатная квартира · 29.47 м², Е 909 29",от 20805820〒,,,,,,3 м,2026,"Астана, Нура р-н",,UIA.TARIH,,,,29.47 м²,,,,,кирпичный,
https://krisha.kz/a/show/1004699624,"3-комнатная квартира · 76.46 м², Е 909 29",от 46407330〒,,,,,,3 м,2026,"Астана, Нура р-н",,UIA.TARIH,,,,76.46 м²,,2 с/у и более,,,кирпичный,
https://krisha.kz/a/show/1010190652,"3-комнатная квартира · 80.73 м², Аль-Фараби 46/21",от 46016100〒,,,,,,2.65 м,2026,"Астана, Есильский р-н",,Jetisu.Aspan,,,,80.73 м²,,,,,монолитный,
https://krisha.kz/a/show/1010521161,"3-комнатная квартира · 102.53 м², Е-779 32/1",от 54853550〒,,,,,,2.85 м,2025,"Астана, Есильский р-н",,Salt,,,,102.53 м²,,,,,монолитный,
https://krisha.kz/a/show/761883869,"4-комнатная квартира · 131.19 м², Сагадат Нурмагамбетов 15, 16",от 97736550〒,,,,,,3 м,2026,"Астана, Сарайшык р-н",,Auez Park,,,,131.19 м²,,2 с/у и более,,,монолитный,
https://krisha.kz/a/show/48622438,"2-комнатная квартира · 57.2 м², мкр Уркер, Укили Ыбырай 15",от 17160000〒,,,,,,2.7 м,2023,"Астана, Нура р-н",,Астана,,,,57.2 м²,,раздельный,,,кирпичный,
https://krisha.kz/a/show/684771834,"3-комнатная квартира · 105 м² · 4/10 этаж, Пр.Тауелсиздик 33/1 — За Дворцом Школьников",65900000〒,балкон и лоджия,,"домофон, видеонаблюдение",нет,Нет,3 м,2020,"Астана, Алматы р-н",бронированная,,проводной,частично,паркинг,"105 м², Площадь кухни — 17 м²",ламинат,2 с/у и более,свежий ремонт,нет,кирпичный,4 из 10
https://krisha.kz/a/show/1009485842,"2-комнатная квартира · 50 м² · 10/14 этаж, Абикен Бектуров 17",33000000〒,балкон,да,"домофон, видеонаблюдение",нет,Нет,2.7 м,2022,"Астана, Нура р-н",,на Бектурова,,полностью,,"50 м², Площадь кухни — 10 м²",ламинат,совмещенный,"не новый, но аккуратный ремонт",,монолитный,10 из 14
https://krisha.kz/a/show/1009134504,"3-комнатная квартира · 64 м² · 3/12 этаж, Улица Ермек Серкебаев, 49 79 — Уг. ул. Бейсековой, Набережная",45000000〒,балкон,,"видеонаблюдение, видеодомофон",нет,Нет,3 м,2026,"Астана, Нура р-н",металлическая,Alakol,проводной,полностью,,64 м²,ламинат,совмещенный,свежий ремонт,нет,кирпичный,3 из 12
https://krisha.kz/a/show/1009114990,"5-комнатная квартира · 162 м² · 4/8 этаж, Керей, Жанибек хандар 2, 2/1",165000000〒,,,,нет,Нет,2.85 м,2020,"Астана, Нура р-н",,Асем Тас 2,,,паркинг,162 м²,,,,,монолитный,4 из 8
https://krisha.kz/a/show/1010754679,"1-комнатная квартира · 40.1 м² · 9/10 этаж, Бокейхана 25A",27500000〒,,,,нет,Нет,3 м,2020,"Астана, Есильский р-н",,Apple City,проводной,полностью,паркинг,"40.1 м², Площадь кухни — 11.5 м²",ламинат,совмещенный,"не новый, но аккуратный ремонт",есть возможность подключения,монолитный,9 из 10
https://krisha.kz/a/show/1010221661,"2-комнатная квартира · 41 м² · 4/12 этаж, Улица Ермек Серкебаев, 49 79",29500000〒,,,домофон,нет,Нет,3 м,2025,"Астана, Нура р-н",,Alakol,,частично,,"41 м², Площадь кухни — 6 м²",ламинат,совмещенный,свежий ремонт,,монолитный,4 из 12
https://krisha.kz/a/show/1009642488,"1-комнатная квартира · 28 м² · 7/9 этаж, Туран 55/16 — Орынбор",23300000〒,балкон,,"кодовый замок, видеонаблюдение, видеодомофон",нет,Нет,2.7 м,2025,"Астана, Нура р-н",металлическая,Sezim Qala. Orken,оптика,полностью,паркинг,"28 м², Площадь кухни — 7 м²",ламинат,,свежий ремонт,отдельный,,7 из 9
https://krisha.kz/a/show/1010606845,"3-комнатная квартира · 60 м² · 4/5 этаж, Сабыр Рахимова 36",25500000〒,,,,,Нет,2.7 м,1983,"Астана, р-н Байконур",,,,,,60 м²,,,,,монолитный,4 из 5
https://krisha.kz/a/show/1010391618,"1-комнатная квартира · 35 м² · 5/14 этаж, Толе би 24",27300000〒,лоджия,да,,нет,Нет,2.65 м,2025,"Астана, Нура р-н",бронированная,Arena. Lite,проводной,,паркинг,"35 м², Площадь кухни — 8 м²",,совмещенный,,есть возможность подключения,монолитный,5 из 14
https://krisha.kz/a/show/1009202431,"2-комнатная квартира · 40.4 м² · 7/9 этаж, А. Байтурсынова 40 — Нұрлы жол вокзал",23500000〒,лоджия,да,"охрана, домофон, видеонаблюдение",нет,Нет,2.8 м,2019,"Астана, Алматы р-н",металлическая,Алтын Отау,проводной,полностью,паркинг,"40.4 м², Площадь кухни — 9 м²",ламинат,совмещенный,свежий ремонт,есть возможность подключения,монолитный,7 из 9
https://krisha.kz/a/show/1009324562,"3-комнатная квартира · 76.3 м² · 2/9 этаж, Сыганак 12",43017000〒,лоджия,,,нет,Нет,3 м,2025,"Астана, Нура р-н",,,,,,"76.3 м², Площадь кухни — 12 м²",,2 с/у и более,черновая отделка,,кирпичный,2 из 9
https://krisha.kz/a/show/1010525019,"2-комнатная квартира · 37.5 м² · 11/12 этаж, ​Улица А 52, 10",24600000〒,,,,нет,Нет,3 м,2020,"Астана, Сарайшык р-н",,Geneva 3,,,,37.5 м²,,,свежий ремонт,,кирпичный,11 из 12
https://krisha.kz/a/show/1004699624,"3-комнатная квартира · 76.46 м², Е 909 29",от 46407330〒,,,,,,3 м,2026,"Астана, Нура р-н",,UIA.TARIH,,,,76.46 м²,,2 с/у и более,,,кирпичный,
https://krisha.kz/a/show/1010190652,"3-комнатная квартира · 80.73 м², Аль-Фараби 46/21",от 46016100〒,,,,,,2.65 м,2026,"Астана, Есильский р-н",,Jetisu.Aspan,,,,80.73 м²,,,,,монолитный,
https://krisha.kz/a/show/1010521161,"3-комнатная квартира · 102.53 м², Е-779 32/1",от 54853550〒,,,,,,2.85 м,2025,"Астана, Есильский р-н",,Salt,,,,102.53 м²,,,,,монолитный,
https://krisha.kz/a/show/761883869,"4-комнатная квартира · 131.19 м², Сагадат Нурмагамбетов 15, 16",от 97736550〒,,,,,,3 м,2026,"Астана, Сарайшык р-н",,Auez Park,,,,131.19 м²,,2 с/у и более,,,монолитный,
https://krisha.kz/a/show/48622438,"2-комнатная квартира · 57.2 м², мкр Уркер, Укили Ыбырай 15",от 17160000〒,,,,,,2.7 м,2023,"Астана, Нура р-н",,Астана,,,,57.2 м²,,раздельный,,,кирпичный,
https://krisha.kz/a/show/684771834,"3-комнатная квартира · 105 м² · 4/10 этаж, Пр.Тауелсиздик 33/1 — За Дворцом Школьников",65900000〒,балкон и лоджия,,"домофон, видеонаблюдение",нет,Нет,3 м,2020,"Астана, Алматы р-н",бронированная,,проводной,частично,паркинг,"105 м², Площадь кухни — 17 м²",ламинат,2 с/у и более,свежий ремонт,нет,кирпичный,4 из 10
https://krisha.kz/a/show/1009485842,"2-комнатная квартира · 50 м² · 10/14 этаж, Абикен Бектуров 17",33000000〒,балкон,да,"домофон, видеонаблюдение",нет,Нет,2.7 м,2022,"Астана, Нура р-н",,на Бектурова,,полностью,,"50 м², Площадь кухни — 10 м²",ламинат,совмещенный,"не новый, но аккуратный ремонт",,монолитный,10 из 14
https://krisha.kz/a/show/1009134504,"3-комнатная квартира · 64 м² · 3/12 этаж, Улица Ермек Серкебаев, 49 79 — Уг. ул. Бейсековой, Набережная",45000000〒,балкон,,"видеонаблюдение, видеодомофон",нет,Нет,3 м,2026,"Астана, Нура р-н",металлическая,Alakol,проводной,полностью,,64 м²,ламинат,совмещенный,свежий ремонт,нет,кирпичный,3 из 12
https://krisha.kz/a/show/1009114990,"5-комнатная квартира · 162 м² · 4/8 этаж, Керей, Жанибек хандар 2, 2/1",165000000〒,,,,нет,Нет,2.85 м,2020,"Астана, Нура р-н",,Асем Тас 2,,,паркинг,162 м²,,,,,монолитный,4 из 8
https://krisha.kz/a/show/1010754679,"1-комнатная квартира · 40.1 м² · 9/10 этаж, Бокейхана 25A",27500000〒,,,,нет,Нет,3 м,2020,"Астана, Есильский р-н",,Apple City,проводной,полностью,паркинг,"40.1 м², Площадь кухни — 11.5 м²",ламинат,совмещенный,"не новый, но аккуратный ремонт",есть возможность подключения,монолитный,9 из 10
https://krisha.kz/a/show/1010221661,"2-комнатная квартира · 41 м² · 4/12 этаж, Улица Ермек Серкебаев, 49 79",29500000〒,,,домофон,нет,Нет,3 м,2025,"Астана, Нура р-н",,Alakol,,частично,,"41 м², Площадь кухни — 6 м²",ламинат,совмещенный,свежий ремонт,,монолитный,4 из 12
